Agmt Id,Cust Region,Cust State,Asset Model,Asset Fuel Type,Asset Age Months At Seizure,LTV,Loan Amount,Cust Net IRR,Tenure,Cust Cibil Score,App Score Risk,Asset_Health_Index,Predicted_Sold_Amount,DL_Predicted_Sold_Amount,Ensemble_Predicted_Sold_Amount,Lambda_P10,Lambda_P50,Lambda_P90,Calibrated_Lambda,Residual_Value_Forecast_12M,Residual_Value_Forecast_24M,Residual_Value_Forecast_36M,Residual_Risk_Score,Risk_Band,Asset_Risk_Component,Loan_Risk_Component,Segment_Risk_Index,Market_Volatility_Score,Recovery_Ratio,Recovery_Efficiency_Index,Profitability_Score,LGD,Recommended_LTV,Recommended_Pricing,Recommended_Tenure,Target Sold Amount At Liquidation
ASSET_12,AP,AP,NTORQ,Petrol,11.43333333333333,0.8328358208955224,111600,25.78,36,732.0,LOW RISK,91.66666666666666,49044.896387437875,50698.18,49842.58682815648,0.041839024241005905,0.06533974617399252,0.12036310678638572,0.08790994185470587,17078.439656059225,5947.06325366739,2680.0,43.5,Medium,5.8,55.6,96.8,59.8,0.3358208955223881,20.533506118984825,2.7041503235167963,0.5893298776203035,0.5,28.34,36.0,45000.0
ASSET_13,AP,AP,MOPEDS,Petrol,9.1,0.8844880952380952,74297,24.43,23,727.0,MEDIUM RISK,75.0,37159.23337054505,40163.203,38608.6158913517,0.04100953553981534,0.06829550681415386,0.11748346314854426,0.08962686984752796,12675.738918055018,4323.941657150982,1680.0,55.8,High,17.5,58.6,82.3,100.0,0.4166666666666667,28.01793147614473,4.878011527377528,0.4396413704771054,0.5,29.41,24.0,35000.0
ASSET_14,AP,AP,JUPITER,Petrol,34.96666666666667,0.8049059829059829,94174,25.27,29,732.0,VERY HIGH RISK,83.33333333333334,35476.61202850003,36028.08,35742.68879657285,0.03304718241382737,0.050396073645597894,0.1141976468869363,0.034126795181973306,23555.329982714156,15639.98191678541,10384.445241772397,18.3,Low,11.7,54.2,85.2,19.6,0.2905982905982906,49.62783502656695,27.413787619723507,0.007443299468661069,0.675,27.55,30.0,34000.0
ASSET_15,AP,AP,JUPITER,Petrol,19.1,0.8496372549019607,86663,18.7,36,727.0,MEDIUM RISK,66.66666666666666,40040.210293579374,41152.625,40576.93738777202,0.0368028519291579,0.06128348585643286,0.11426800503493818,0.04895751867872494,22251.156446293964,12365.418652080438,6871.713783068816,38.2,Medium,23.3,56.9,85.2,62.1,0.49019607843137253,46.11780331679242,25.074001734029405,0.07764393366415168,0.5,28.04,30.0,50000.0
ASSET_16,AP,AP,ZEST,Petrol,19.36666666666667,0.8639429351345428,86720,18.63,36,777.0,LOW RISK,66.66666666666666,35209.34647156983,39209.48,37139.36816645958,0.039816743231005446,0.06728368976170941,0.16881963199323252,0.05409405465901143,18396.91368823595,9612.403159078385,5022.488883651443,25.8,Medium,23.3,53.4,74.3,28.4,0.4283849885930044,38.04703675520714,22.87227096568688,0.23905926489585727,0.506,29.04,30.0,43000.0
ASSET_17,AP,AP,JUPITER,Petrol,6.766666666666667,0.796875,102000,15.85,29,732.0,LOW RISK,99.8,55534.28564230268,53922.77,54756.74606301634,0.058445958822014046,0.12280707830521001,0.1961217682773078,0.12340340018441384,12631.071710604425,2872.8914167737194,2560.0,26.7,Medium,0.1,53.8,85.2,54.3,0.3984375,25.65650467853909,15.040573498339871,0.48686990642921824,0.5,28.04,30.0,51000.0
ASSET_18,AP,AP,APACHE,Petrol,7.566666666666666,0.8962340425531915,126369,21.48,35,715.0,LOW RISK,100.0,71985.20686080864,69025.234,70557.05314176259,0.04312771610698932,0.06796589356706971,0.14192338088303189,0.08885012150729231,24785.509289385613,8533.996046188753,2938.373695131388,34.2,Medium,0.0,60.2,90.1,28.4,0.49645390070921985,26.819306835858182,12.044405875726987,0.4636138632828364,0.5,27.9,36.0,70000.0
ASSET_19,AP,AP,JUPITER,Petrol,15.26666666666667,0.8172786847105356,105384,18.11,29,732.0,LOW RISK,68.33333333333334,40418.25252999815,35112.953,37858.50216378602,0.05717287493549491,0.10781592295359958,0.18740831841241187,0.07598937632891192,16238.889669449169,6524.3181283214935,2621.2830991534374,65.5,High,52.2,54.9,85.2,100.0,0.2946992903951297,27.57459654011378,-0.9172785324509439,0.44850806919772435,0.5,28.46,30.0,38000.0
ASSET_20,AP,AP,JUPITER,Petrol,30.53333333333333,0.8470338983050848,99950,21.06,29,726.0,LOW RISK,100.0,39768.88494533831,42926.96,41292.621240477085,0.0350171057570553,0.05428019912673196,0.12268929906421566,0.03562008089154264,25936.30826551029,16915.035142880723,11031.578239890281,21.2,Low,0.0,56.9,85.2,49.7,0.2627118644067797,24.538906039737196,16.754496160848575,0.5092218792052561,0.675,27.55,30.0,31000.0
ASSET_21,AP,AP,MOPEDS,Petrol,6.033333333333333,0.8218826739427012,60244,24.7,36,732.0,LOW RISK,100.0,35965.494111069194,39036.832,37447.381970418544,0.030840354460388297,0.05936333927104674,0.11148405900925945,0.11801115364693066,8727.039009298209,2117.6188942270724,1466.0,27.3,Medium,0.0,55.1,82.3,38.6,0.34106412005457026,20.413495770323674,13.295768690596727,0.5917300845935265,0.5,29.45,30.0,25000.0
ASSET_22,AP,AP,JUPITER,Petrol,7.866666666666666,0.8394648553741149,101838,28.84,36,670.0,HIGH RISK,100.0,52976.09815719206,55872.816,54373.73331216022,0.03840946666754616,0.06089488814888114,0.11779043065069877,0.10532201044612488,14968.929831152242,4229.621812182099,2426.26,34.2,Medium,0.0,61.1,85.2,49.7,0.42040012199846677,23.473314063736954,9.895746819596072,0.530533718725261,0.5,28.04,30.0,51000.0
ASSET_23,AP,AP,JUPITER,Petrol,12.03333333333333,0.9042232142857143,101273,18.31,23,737.0,LOW RISK,95.86,48975.16530684016,42983.742,46084.367426933764,0.047227760301614234,0.08715444542944303,0.14306980698004407,0.06874117995615758,21464.90293560931,9407.667236005826,4123.205359414554,20.5,Low,2.9,58.8,85.2,24.2,0.49107142857142855,37.90593813750896,22.591434636378676,0.2418812372498208,0.675,27.55,30.0,55000.0
ASSET_24,AP,AP,NTORQ,Petrol,14.13333333333333,0.7591936645068394,105452,28.15,29,714.0,MEDIUM RISK,99.8,43124.87026985476,47850.336,45404.85652128773,0.04295138914819813,0.08015012038918634,0.16060674489819218,0.08275856481003901,15974.55413003703,5917.3831261786845,2778.0,26.2,Medium,0.1,53.5,96.8,31.8,0.3347732181425486,28.684180754506222,17.17051071536126,0.42631638490987556,0.5,28.34,36.0,46500.0
ASSET_25,AP,AP,JUPITER,Petrol,22.06666666666667,0.8615513712998878,100618,29.26,36,732.0,LOW RISK,100.0,46501.9915722653,45924.805,46223.50450873186,0.0340804655124984,0.048698001571846644,0.09472155660944497,0.04173066261220112,28183.231962697348,17080.871958545067,10352.119559970006,14.5,Low,0.0,57.1,85.2,19.6,0.4024420526257203,35.126530246184664,23.236693771393554,0.29746939507630676,0.675,27.55,30.0,47000.0
ASSET_26,AP,AP,MOPEDS,Petrol,15.96666666666667,0.9170279741046504,77200,26.91,35,732.0,MEDIUM RISK,100.0,37320.694116098224,36472.23,36911.32005860924,0.03830594829070763,0.06362804224779561,0.10536760884904349,0.05094794049680029,20250.362383675652,10987.930058173803,5962.09611837103,14.0,Low,0.0,59.9,82.3,0.0,0.4810833283839164,32.610796186549855,21.511022932233953,0.3477840762690029,0.86,26.38,30.0,40500.0
ASSET_27,AP,AP,MOPEDS,Petrol,13.5,0.8521294117647059,72431,27.22,23,735.0,MEDIUM RISK,41.66666666666667,35887.956604458785,31577.227,33808.07578426614,0.038175560703049276,0.05589831374090372,0.09386027291058534,0.06387033243754305,16675.786870649215,7748.61246128366,3600.4894726039975,53.1,High,40.8,56.4,82.3,76.3,0.47058823529411764,38.996236863142705,17.72400354865756,0.22007526273714584,0.5,29.41,24.0,40000.0
ASSET_28,AP,AP,JUPITER,Petrol,9.7,0.840075,100809,25.43,36,732.0,ULTRA LOW RISK,100.0,54407.19176946137,56026.57,55188.52333516674,0.03254328605482626,0.04585430406004118,0.09649401648081764,0.08154591711479442,20449.232298960174,7685.952684136777,2888.806181041485,37.1,Medium,0.0,56.0,85.2,62.1,0.49166666666666664,30.87744271972702,13.851062498037445,0.38245114560545956,0.5,28.04,30.0,59000.0
ASSET_29,AP,AP,NTORQ,Petrol,6.733333333333333,0.8687010238517416,121500,23.21,23,732.0,MEDIUM RISK,100.0,50929.60715159527,53484.67,52162.398166802996,0.04566350030032078,0.10055708971084924,0.18808961902082866,0.150033578394896,8415.215923155818,2797.28,2797.28,31.2,Medium,0.0,57.4,96.8,19.6,0.3431905279414288,20.891728616445274,10.176438656661848,0.5821654276710946,0.5,28.34,36.0,48000.0
ASSET_30,AP,AP,MOPEDS,Petrol,6.3,0.743035294117647,63158,23.31,23,732.0,LOW RISK,100.0,42002.661828474666,40130.87,41099.542916456296,0.041558282019906266,0.06715180103697699,0.1393963817559071,0.1118917878328147,10968.543992177312,2864.3174520613,1700.0,15.3,Low,0.0,51.2,82.3,31.8,0.5294117647058824,36.55668520226001,22.26634567189156,0.2688662959547997,0.86,26.38,30.0,45000.0
ASSET_31,AP,AP,JUPITER,Petrol,7.366666666666666,0.8112860682599312,101500,22.53,23,732.0,HIGH RISK,83.33333333333334,51823.73811998531,54044.664,52895.310070863234,0.041493670296838786,0.0876529163181177,0.16966779640175225,0.1196395983489454,12331.699336525777,2934.3851687114334,2502.2000000000003,34.6,Medium,11.7,54.6,85.2,24.2,0.42762369115178644,28.021034107097964,12.830555602111787,0.4395793178580407,0.5,28.04,30.0,53500.0
ASSET_32,AP,AP,NTORQ,Petrol,16.96666666666667,0.904824,113103,25.71,29,732.0,VERY HIGH RISK,91.66666666666666,43543.86440467648,50548.758,46923.64950408837,0.04148760597443315,0.06064640517181526,0.11300867155322548,0.062153925156739544,20654.2623077314,9796.98419763494,4647.026262118338,39.3,Medium,5.8,59.2,96.8,49.7,0.24,17.735737511084835,2.9802896837126824,0.6452852497783033,0.5,28.34,36.0,30000.0
ASSET_33,AP,AP,JUPITER,Petrol,18.53333333333333,0.9703246328000749,103718,28.5,29,732.0,VERY HIGH RISK,100.0,43143.743468692286,45502.91,44282.016184025415,0.035329364588678,0.05341686418815099,0.08836814552970794,0.04895303180940709,23977.143691050736,13325.302195867147,7405.539246005182,32.7,Medium,0.0,62.5,85.2,59.8,0.41163813265974364,33.111087699230914,16.99465135529702,0.33777824601538164,0.5,28.04,30.0,44000.0
ASSET_34,AP,AP,MOPEDS,Petrol,18.7,0.7986887500444592,67367,26.87,23,732.0,MEDIUM RISK,100.0,33121.32128627617,33069.43,33096.283750883136,0.03731219139306858,0.062185563229771104,0.10331132592194386,0.04998727377728389,18180.142687269545,9978.997675628061,5477.426460460094,18.8,Low,0.0,53.9,82.3,49.7,0.35567358649388836,43.06383697064855,23.772002700963853,0.138723260587029,0.86,26.38,30.0,30000.0
ASSET_35,AP,AP,RONIN,Petrol,8.133333333333333,0.7622521511410401,163000,22.85,42,721.0,ULTRA LOW RISK,100.0,87324.19055870127,87620.14,87466.98302205898,0.04040520801523898,0.07401902522065945,0.1653055272681043,0.11011482177996153,23295.25425991449,6214.416275284797,4276.8,31.1,Medium,0.0,53.0,100.0,38.6,0.3834642723531612,25.04168524433966,11.475928221979272,0.49916629511320676,0.5,27.0,42.0,82000.0
ASSET_36,AP,AP,MOPEDS,Petrol,15.2,0.8626582278481013,68150,30.79,29,732.0,LOW RISK,100.0,38491.368615808045,36678.938,37616.889201170125,0.03416630713790285,0.047138287650507954,0.07703068354686118,0.047303541322711466,21819.22645291235,12368.451944521112,7011.183638158221,24.9,Low,0.0,57.1,82.3,49.7,0.5316455696202531,36.95035684367237,19.881277708148836,0.2609928631265527,0.86,26.38,30.0,42000.0
ASSET_37,AP,AP,NTORQ,Petrol,16.5,0.8326693227091634,104500,25.66,23,732.0,ULTRA LOW RISK,66.66666666666666,42528.947938721445,45993.984,44200.79034497413,0.03842005661474922,0.05757500857579609,0.10280130732080396,0.06558307797175318,19359.59256395799,8812.675657589405,4011.616049733172,27.4,Medium,23.3,55.6,96.8,19.6,0.2868525896414343,33.42618384401114,19.257548746518108,0.33147632311977715,0.5,28.34,36.0,36000.0
ASSET_38,AP,AP,JUPITER,Petrol,19.2,0.8240677966101695,97240,25.96,36,732.0,HIGH RISK,66.66666666666666,46507.65334998877,46767.13,46632.84664934107,0.031835742742186375,0.046737792032494146,0.08749715512838827,0.04849311131477604,25989.68039750979,14523.706067936191,8116.22285159065,39.6,Medium,23.3,55.2,85.2,59.8,0.4322033898305085,35.888702799318814,16.863852617060502,0.28222594401362366,0.5,28.04,30.0,51000.0
ASSET_39,AP,AP,MOPEDS,Petrol,7.466666666666667,0.844345382764058,71218,18.85,17,732.0,MEDIUM RISK,75.0,42085.780783319184,39024.816,40608.89771871298,0.06238000956537474,0.09834697382321402,0.1624103931850654,0.0931110679342167,13768.413884744929,4504.353189445241,1686.94,15.8,Low,17.5,56.2,82.3,0.0,0.4742314486585178,37.968675842429995,22.578101566207877,0.24062648315140012,0.86,26.38,30.0,40000.0
ASSET_40,AP,AP,JUPITER,Petrol,13.0,0.80325,102816,15.82,36,757.0,MEDIUM RISK,83.33333333333334,51995.24813059337,55051.605,53469.90624777306,0.05352230178551933,0.0863362144846117,0.18578235035894927,0.06929830243213557,22636.704982848456,9855.139284911196,4290.54362808498,32.0,Medium,11.7,52.1,85.2,59.5,0.3984375,32.087176454304085,16.57579293075461,0.3582564709139183,0.5,28.04,30.0,51000.0
ASSET_41,AP,AP,JUPITER,Petrol,16.96666666666667,0.8005707196029777,96789,20.47,23,759.0,LOW RISK,100.0,49751.773558621346,51111.008,50407.58895976418,0.042963614122898966,0.06755078678934684,0.12255963016890542,0.05233306356966873,26550.520434609265,14168.944842096966,7561.395959556853,8.2,Low,0.0,51.8,85.2,15.4,0.49627791563275436,58.82883554202928,27.55,-0.17657671084058557,0.675,27.55,30.0,60000.0
ASSET_42,AP,AP,RONIN,Petrol,5.566666666666666,0.8336288659793815,161724,20.41,36,758.0,ULTRA LOW RISK,100.0,93662.32705433878,97237.69,95387.40052053872,0.04441912887688254,0.06104775544052476,0.12161149171511441,0.13080756464401835,19492.022386616685,4056.47551869966,3880.0,38.7,Medium,0.0,53.5,100.0,76.3,0.6804123711340206,41.02691614346988,20.05483309504569,0.17946167713060235,0.5,27.0,42.0,132000.0
ASSET_43,AP,AP,RADEON,Petrol,27.06666666666667,0.8468324324324324,78332,26.07,17,732.0,HIGH RISK,66.66666666666666,30294.04396674149,29572.34,29945.829528758884,0.03199092256066168,0.04132441054889929,0.07771522213352293,0.04124104138225241,18468.3531707633,11258.98111240942,6863.885183345387,28.9,Medium,23.3,56.3,89.4,28.4,0.32432432432432434,20.355543493011265,11.45550413896051,0.5928891301397747,0.5,28.59,30.0,30000.0
ASSET_44,AP,AP,RAIDER,Petrol,18.0,0.9606382978723405,121905,26.71,29,732.0,HIGH RISK,100.0,49290.62663407599,50778.168,50008.34863967441,0.0463141933876466,0.05797675014286421,0.0859802021264858,0.052536968937487716,26240.140188094614,13969.085079856697,7436.520406122282,31.7,Medium,0.0,62.0,99.4,28.4,0.37825059101654845,29.357079949114397,14.902388687738524,0.4128584010177121,0.5,27.99,36.0,48000.0
ASSET_45,AP,AP,TVS,EV,22.53333333333333,0.8545906040268456,127334,19.02,17,759.0,ULTRA LOW RISK,91.66666666666666,59885.24909320305,58978.555,59447.77805584873,0.04043279667648636,0.04945424548802598,0.09320884715128072,0.040451897486486595,36855.595266037606,22682.295272745952,13959.522702761291,6.5,Low,5.8,54.5,89.8,0.0,0.40268456375838924,74.13814407512666,19.66,-0.4827628815025331,0.805,19.66,30.0,60000.0
ASSET_46,AP,AP,JUPITER,Petrol,22.63333333333333,0.8073093479858607,92269,20.28,29,736.0,ULTRA LOW RISK,51.66666666666666,36928.12711114511,32971.22,35018.961213965915,0.03833211675554758,0.0560236767191766,0.11098691054542519,0.04991677750011328,20286.835598748152,11144.775833660555,6122.4939581118715,40.7,Medium,63.8,54.0,85.2,15.4,0.40247786371749555,56.19350109943807,28.04,-0.1238700219887614,0.5,28.04,30.0,46000.0
ASSET_47,AP,AP,JUPITER,Petrol,10.63333333333333,0.8604055992865175,110945,24.96,36,704.0,ULTRA LOW RISK,100.0,62794.00174253023,56625.324,59817.68082241817,0.037413805630532024,0.0594323299638997,0.1291389349687995,0.0676670597114347,27878.47369065114,12377.126377564911,5495.037463890478,20.4,Low,0.0,59.4,85.2,0.0,0.4342936911086122,26.34451093297204,17.898560460652597,0.47310978134055925,0.675,27.55,30.0,56000.0
ASSET_48,AP,AP,JUPITER,Petrol,34.53333333333333,0.9589207258834767,100399,26.01,36,780.0,VERY HIGH RISK,66.66666666666666,29899.85160099109,35601.86,32651.00844856602,0.031755231974818256,0.04117072298533345,0.06962937761072494,0.036290895772289264,19343.622294036893,12514.300353315411,8096.090326436329,28.1,Medium,23.3,57.9,85.2,19.6,0.3342884431709647,16.008049762166117,8.936523966337354,0.6798390047566776,0.5,28.04,30.0,35000.0
ASSET_49,AP,AP,JUPITER,Petrol,26.03333333333333,0.8485294117647059,86550,25.76,29,732.0,VERY HIGH RISK,66.66666666666666,39317.56718908792,36648.586,38029.811371334814,0.031412038424325724,0.044835050315362376,0.07570190881385752,0.03661849137072748,25336.588196794542,16327.121623947054,10521.341644447819,35.1,Medium,23.3,56.4,85.2,59.8,0.4411764705882353,74.47371905203231,28.04,-0.4894743810406461,0.5,28.04,30.0,45000.0
ASSET_50,AP,AP,MOPEDS,Petrol,21.8,0.887319593751856,74699,26.95,23,747.0,LOW RISK,91.66666666666666,32822.14178151231,34430.203,33598.01273713395,0.034446986334043854,0.05834915998021248,0.08184882829410384,0.0432070374381624,19543.033743987882,11636.35726336964,6928.5461067389615,21.1,Low,5.8,57.1,82.3,38.6,0.4989012294351725,66.11466171331423,26.38,-0.32229323426628476,0.86,26.38,30.0,42000.0
ASSET_51,AP,AP,RAIDER,Petrol,16.73333333333333,0.8403436297061309,107406,23.19,29,727.0,LOW RISK,66.66666666666666,46669.11798540401,47554.906,47096.500095269315,0.04499374588103261,0.07090236968717174,0.1257366678468372,0.06020783506546242,22659.714133097616,11002.19302953811,5342.002584331348,36.5,Medium,23.3,56.4,99.4,28.4,0.4303195318123494,24.88214909383737,9.65396883850128,0.5023570181232526,0.5,27.99,36.0,55000.0
ASSET_52,AP,AP,JUPITER,Petrol,20.1,0.8428701406120761,101903,27.28,36,649.0,HIGH RISK,66.66666666666666,50003.08578922177,49203.766,49617.42114900652,0.03796234851448427,0.04710379963364676,0.0825861025697865,0.04392433026430379,29517.778892618728,17424.910023079767,10286.258001219441,37.8,Medium,23.3,63.1,85.2,49.7,0.45492142266335817,38.845099867220384,19.60689549961861,0.22309800265559232,0.5,28.04,30.0,55000.0
ASSET_53,AP,AP,MOPEDS,Petrol,9.8,0.8183337878051383,69024,20.32,23,732.0,HIGH RISK,100.0,37453.70512751881,33317.51,35458.03653218012,0.05124225638653219,0.09939605977296322,0.15623765520113117,0.08284016345735963,13860.231257881449,5129.159047626657,1898.112091087262,19.6,Low,0.0,54.9,82.3,38.6,0.33196201406096243,26.907553334614647,17.327760907168937,0.46184893330770704,0.86,26.38,30.0,28000.0
ASSET_54,AP,AP,RAIDER,Petrol,23.9,0.828516129032258,102736,25.84,36,724.0,LOW RISK,100.0,40399.73169193007,40810.637,40597.98774218418,0.03577159624892421,0.054500217286341385,0.08849252060704156,0.0469229465250563,23005.832836289643,13100.788602440776,7460.310749329189,20.1,Low,0.0,56.1,99.4,28.4,0.20967741935483872,21.554582835919884,12.604942300039793,0.5689083432816023,0.821,24.04,30.0,26000.0
ASSET_55,AP,AP,APACHE,Petrol,13.66666666666667,0.8232414215686275,134353,22.29,29,745.0,ULTRA LOW RISK,66.66666666666666,52284.394624087996,64008.535,57941.16573369241,0.04484936290166121,0.08292805167066097,0.15201421632517237,0.08328867058042567,19244.66534961672,7083.5121470089825,3264.0,45.7,Medium,23.3,54.1,90.1,59.8,0.31862745098039214,25.040691123075,5.087191686490542,0.49918617753850003,0.5,27.9,36.0,52000.0
ASSET_56,AP,AP,RAIDER,Petrol,21.8,0.877233870967742,108777,25.95,29,732.0,VERY HIGH RISK,100.0,42928.9786615797,49011.28,45863.62307251827,0.039572617600567954,0.05617417006226597,0.091600938771342,0.048657544698947,23942.534294471247,13353.333023852501,7447.478226525296,22.3,Low,0.0,57.9,99.4,28.4,0.3790322580645161,41.72511141492516,20.34939969105662,0.16549777170149682,0.821,24.04,30.0,47000.0
ASSET_57,AP,AP,RAIDER,Petrol,8.1,0.7932193579983082,106899,24.25,29,732.0,LOW RISK,100.0,57466.64742236085,49434.094,53591.02591174129,0.06126494895006787,0.10819913600478097,0.17468882566408273,0.10522656869888855,16256.387529793476,4598.669791479688,2695.32,46.3,Medium,0.0,53.7,99.4,100.0,0.5565201905525132,38.550897464892984,17.388131052490895,0.2289820507021404,0.5,27.99,36.0,75000.0
ASSET_58,AP,AP,RAIDER,Petrol,14.73333333333333,0.8687131769140585,117073,26.95,29,732.0,LOW RISK,66.66666666666666,48948.876518177305,50281.367,49591.78808497233,0.04987813945664309,0.07305100646285571,0.12610442208137085,0.06873960570489164,21453.786329065104,9402.972664393226,4121.225669500698,41.3,Medium,23.3,57.4,99.4,29.7,0.36730332576465874,27.527717352738946,9.42789453336237,0.4494456529452211,0.5,27.99,36.0,49500.0
ASSET_59,AP,AP,JUPITER,Petrol,22.93333333333333,0.8888627450980392,90664,26.47,36,732.0,MEDIUM RISK,100.0,31862.38519686398,37039.5,34360.287304069134,0.03380684014896267,0.05027014506728218,0.1114529124029767,0.05073604563961542,17332.677955525935,9428.726796622352,5129.0913748848225,23.5,Low,0.0,58.4,85.2,29.7,0.24509803921568626,17.806775121798342,12.419184307245223,0.6438644975640332,0.675,27.55,30.0,25000.0
